event_date,order_datetime,store_name,products_list,total_eur,status,order_type,deposit_eur
2024-06-16,16/06/2024 13:59,Punto Food,Poke uova,10,confirmed,experience,0
2024-06-16,16/06/2024 13:59,Main Bar Jack Daniel's,Sprtiz,10,confirmed,experience,0
2024-06-16,16/06/2024 13:59,Main Bar Jack Daniel's,Bicchiere,1,confirmed,experience,0
2024-06-16,16/06/2024 13:59,Main Bar Jack Daniel's,"Bicchiere, Vino e bolle",7,confirmed,experience,0
2024-06-16,16/06/2024 13:59,Bar Barcelo,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 14:00,Main Bar Jack Daniel's,"Bicchiere, Cocktail",11,confirmed,experience,0
2024-06-16,16/06/2024 14:00,Punto Food,"Patatine, Poke pollo",16,confirmed,experience,0
2024-06-16,16/06/2024 14:00,Main Bar Jack Daniel's,"Bicchiere, Cocktail",11,confirmed,experience,0
2024-06-16,16/06/2024 14:01,Punto Food,"Poke pollo, Poke pollo, Gyoza",28,confirmed,experience,0
2024-06-16,16/06/2024 14:02,Punto Food,"BUN pollo, BUN manzo, Patatine, Patatine, Takoyaki, Takoyaki",48,confirmed,experience,0
2024-06-16,16/06/2024 14:03,Main Bar Jack Daniel's,"Bicchiere, Bicchiere, Cocktail, Cocktail, Soft Drink",27,confirmed,experience,0
2024-06-16,16/06/2024 14:03,Punto Food,"BUN manzo, Patatine, Patatine, Takoyaki",30,confirmed,experience,0
2024-06-16,16/06/2024 14:04,Punto Food,"BUN manzo, BUN pollo, Poke pollo, Poke uova",40,confirmed,experience,0
2024-06-16,16/06/2024 14:05,Main Bar Jack Daniel's,"Bicchiere, Soft Drink",6,confirmed,experience,0
2024-06-16,16/06/2024 14:05,Punto Food,BUN ceci,10,confirmed,experience,0
2024-06-16,16/06/2024 14:07,Main Bar Jack Daniel's,"Bicchiere, Bicchiere, Sprtiz, Sprtiz",22,confirmed,experience,0
2024-06-16,16/06/2024 14:07,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 14:07,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 14:08,Punto Food,BUN manzo,10,confirmed,experience,0
2024-06-16,16/06/2024 14:09,Punto Food,Poke pollo,10,confirmed,experience,0
2024-06-16,16/06/2024 14:09,Main Bar Jack Daniel's,"Bicchiere, Gin Tonic",11,confirmed,experience,0
2024-06-16,16/06/2024 14:09,Bar Barcelo,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 14:11,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 14:11,Punto Food,Poke pollo,10,confirmed,experience,0
2024-06-16,16/06/2024 14:12,Bar Barcelo,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 14:12,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 14:12,Bar Barcelo,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 14:13,Main Bar Jack Daniel's,"Bicchiere, Cocktail",11,confirmed,experience,0
2024-06-16,16/06/2024 14:14,Main Bar Jack Daniel's,Acqua,2,confirmed,experience,0
2024-06-16,16/06/2024 14:14,Bar Barcelo,"Birra, Birra, Birra",18,confirmed,experience,0
2024-06-16,16/06/2024 14:15,Main Bar Jack Daniel's,"Cocktail, Cocktail",20,confirmed,experience,0
2024-06-16,16/06/2024 14:15,Main Bar Jack Daniel's,"Bicchiere, Bicchiere",2,confirmed,experience,0
2024-06-16,16/06/2024 14:15,Bar Barcelo,"Bicchiere, Birra, Birra",13,confirmed,experience,0
2024-06-16,16/06/2024 14:16,Punto Food,BUN pollo,10,confirmed,experience,0
2024-06-16,16/06/2024 14:16,Punto Food,BUN manzo,10,confirmed,experience,0
2024-06-16,16/06/2024 14:17,Punto Food,"BUN manzo, Poke pollo",20,confirmed,experience,0
2024-06-16,16/06/2024 14:17,Main Bar Jack Daniel's,"Bicchiere, Bicchiere, Vino e bolle, Vino e bolle",14,confirmed,experience,0
2024-06-16,16/06/2024 14:17,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 14:17,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 14:17,Bar Barcelo,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 14:18,Punto Food,Poke pollo,10,confirmed,experience,0
2024-06-16,16/06/2024 14:18,Punto Food,Takoyaki,8,confirmed,experience,0
2024-06-16,16/06/2024 14:18,Bar Barcelo,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 14:19,Punto Food,"BUN pollo, Poke pollo",20,confirmed,experience,0
2024-06-16,16/06/2024 14:19,Bar Barcelo,"Bicchiere, Bicchiere, Birra, Birra",14,confirmed,experience,0
2024-06-16,16/06/2024 14:19,Main Bar Jack Daniel's,"Acqua, Acqua",4,confirmed,experience,0
2024-06-16,16/06/2024 14:20,Bar Barcelo,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 14:20,Punto Food,BUN pollo,10,confirmed,experience,0
2024-06-16,16/06/2024 14:20,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 14:20,Punto Food,Poke pollo,10,confirmed,experience,0
2024-06-16,16/06/2024 14:20,Main Bar Jack Daniel's,Sprtiz,10,confirmed,experience,0
2024-06-16,16/06/2024 14:21,Punto Food,"BUN manzo, Gyoza",18,confirmed,experience,0
2024-06-16,16/06/2024 14:22,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 14:22,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 14:22,Bar Barcelo,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 14:22,Punto Food,Poke uova,10,confirmed,experience,0
2024-06-16,16/06/2024 14:23,Bar Barcelo,"Bicchiere, Bicchiere, Birra, Birra",14,confirmed,experience,0
2024-06-16,16/06/2024 14:27,Bar Barcelo,"Bicchiere, Bicchiere, Birra, Birra",14,confirmed,experience,0
2024-06-16,16/06/2024 14:28,Punto Food,"BUN melanzana, Poke pollo",20,confirmed,experience,0
2024-06-16,16/06/2024 14:30,Main Bar Jack Daniel's,"Bicchiere, Bicchiere, Cocktail, Cocktail",22,confirmed,experience,0
2024-06-16,16/06/2024 14:31,Main Bar Jack Daniel's,"Bicchiere, Cocktail",11,confirmed,experience,0
2024-06-16,16/06/2024 14:32,Main Bar Jack Daniel's,"Bicchiere, Cocktail",11,confirmed,experience,0
2024-06-16,16/06/2024 14:32,Main Bar Jack Daniel's,"Bicchiere, Cocktail",11,confirmed,experience,0
2024-06-16,16/06/2024 14:32,Main Bar Jack Daniel's,"Bicchiere, Cocktail",11,confirmed,experience,0
2024-06-16,16/06/2024 14:32,Main Bar Jack Daniel's,"Bicchiere, Bicchiere, Cocktail, Cocktail",22,confirmed,experience,0
2024-06-16,16/06/2024 14:32,Main Bar Jack Daniel's,"Bicchiere, Cocktail",11,confirmed,experience,0
2024-06-16,16/06/2024 14:32,Bar Gin No.3,"Bicchiere, No.3 MULE",14,confirmed,experience,0
2024-06-16,16/06/2024 14:33,Main Bar Jack Daniel's,"Bicchiere, Bicchiere, Cocktail, Gin Tonic",22,confirmed,experience,0
2024-06-16,16/06/2024 14:33,Punto Food,"Gyoza, Poke pollo",18,confirmed,experience,0
2024-06-16,16/06/2024 14:33,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 14:33,Bar Gin No.3,"Bicchiere, No.3 TONIC",14,confirmed,experience,0
2024-06-16,16/06/2024 14:34,Bar Gin No.3,"Bicchiere, No.3 MULE",14,confirmed,experience,0
2024-06-16,16/06/2024 14:35,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 14:35,Main Bar Jack Daniel's,"Cocktail, Cocktail",20,confirmed,experience,0
2024-06-16,16/06/2024 14:35,Main Bar Jack Daniel's,"Bicchiere, Bicchiere",2,confirmed,experience,0
2024-06-16,16/06/2024 14:35,Punto Food,"BUN manzo, Gyoza, Poke pollo, Takoyaki",36,confirmed,experience,0
2024-06-16,16/06/2024 14:36,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 14:36,Main Bar Jack Daniel's,"Cocktail, Cocktail, Soft Drink",25,confirmed,experience,0
2024-06-16,16/06/2024 14:36,Main Bar Jack Daniel's,"Acqua, Acqua, Bicchiere, Bicchiere",6,confirmed,experience,0
2024-06-16,16/06/2024 14:36,Main Bar Jack Daniel's,"Bicchiere, Bicchiere, Cocktail, Sprtiz",22,confirmed,experience,0
2024-06-16,16/06/2024 14:37,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 14:37,Punto Food,Poke pollo,10,confirmed,experience,0
2024-06-16,16/06/2024 14:37,Main Bar Jack Daniel's,"Acqua, Acqua",4,confirmed,experience,0
2024-06-16,16/06/2024 14:38,Bar Barcelo,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 14:38,Main Bar Jack Daniel's,"Cocktail, Cocktail",20,confirmed,experience,0
2024-06-16,16/06/2024 14:39,Punto Food,Poke pollo,10,confirmed,experience,0
2024-06-16,16/06/2024 14:39,Main Bar Jack Daniel's,"Bicchiere, Cocktail Premium",14,confirmed,experience,0
2024-06-16,16/06/2024 14:39,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 14:39,Punto Food,Poke pollo,10,confirmed,experience,0
2024-06-16,16/06/2024 14:39,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 14:40,Bar Barcelo,"Bicchiere, Bicchiere, Birra, Birra",14,confirmed,experience,0
2024-06-16,16/06/2024 14:40,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 14:40,Punto Food,BUN manzo,10,confirmed,experience,0
2024-06-16,16/06/2024 14:40,Main Bar Jack Daniel's,"Bicchiere, Gin Tonic",11,confirmed,experience,0
2024-06-16,16/06/2024 14:40,Main Bar Jack Daniel's,"Bicchiere, Vino e bolle",7,confirmed,experience,0
2024-06-16,16/06/2024 14:40,Punto Food,BUN pollo,10,confirmed,experience,0
2024-06-16,16/06/2024 14:40,Bar Barcelo,"Bicchiere, Bicchiere, Birra, Birra",14,confirmed,experience,0
2024-06-16,16/06/2024 14:41,Main Bar Jack Daniel's,"Bicchiere, Cocktail",11,confirmed,experience,0
2024-06-16,16/06/2024 14:41,Punto Food,BUN pollo,10,confirmed,experience,0
2024-06-16,16/06/2024 14:41,Main Bar Jack Daniel's,"Acqua, Analcolico",10,confirmed,experience,0
2024-06-16,16/06/2024 14:41,Bar Barcelo,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 14:42,Main Bar Jack Daniel's,"Bicchiere, Vino e bolle",7,confirmed,experience,0
2024-06-16,16/06/2024 14:42,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 14:42,Main Bar Jack Daniel's,"Bicchiere, Bicchiere, Bicchiere, Bicchiere, Bicchiere, Bicchiere, Bicchiere, Bicchiere, Bicchiere, Bottiglia",34,confirmed,experience,0
2024-06-16,16/06/2024 14:42,Main Bar Jack Daniel's,"Soft Drink, Soft Drink",10,confirmed,experience,0
2024-06-16,16/06/2024 14:42,Bar Barcelo,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 14:42,Main Bar Jack Daniel's,"Bicchiere, Cocktail",11,confirmed,experience,0
2024-06-16,16/06/2024 14:42,Punto Food,"BUN ceci, Frutta",16,confirmed,experience,0
2024-06-16,16/06/2024 14:43,Bar Gin No.3,"Bicchiere, No.3 TONIC",14,confirmed,experience,0
2024-06-16,16/06/2024 14:43,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 14:43,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 14:43,Punto Food,Poke pollo,10,confirmed,experience,0
2024-06-16,16/06/2024 14:43,Bar Barcelo,"Bicchiere, Bicchiere, Birra, Birra, Birra",20,confirmed,experience,0
2024-06-16,16/06/2024 14:43,Main Bar Jack Daniel's,"Cocktail, Cocktail, Soft Drink",25,confirmed,experience,0
2024-06-16,16/06/2024 14:43,Bar Barcelo,Bicchiere,1,confirmed,experience,0
2024-06-16,16/06/2024 14:44,Main Bar Jack Daniel's,"Acqua, Bicchiere",3,confirmed,experience,0
2024-06-16,16/06/2024 14:45,Main Bar Jack Daniel's,Sprtiz,10,confirmed,experience,0
2024-06-16,16/06/2024 14:45,Bar Gin No.3,"Bicchiere, Bicchiere, Bicchiere, No.3 MULE, No.3 MULE, No.3 MULE",42,confirmed,experience,0
2024-06-16,16/06/2024 14:47,Main Bar Jack Daniel's,"Bicchiere, Cocktail",11,confirmed,experience,0
2024-06-16,16/06/2024 14:47,Main Bar Jack Daniel's,"Bicchiere, Bicchiere, Bicchiere, Cocktail, Gin Tonic, Gin Tonic",33,confirmed,experience,0
2024-06-16,16/06/2024 14:47,Main Bar Jack Daniel's,Sprtiz,10,confirmed,experience,0
2024-06-16,16/06/2024 14:47,Bar Barcelo,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 14:47,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 14:47,Main Bar Jack Daniel's,"Bicchiere, Cocktail",11,confirmed,experience,0
2024-06-16,16/06/2024 14:49,Main Bar Jack Daniel's,Bottiglia,25,confirmed,experience,0
2024-06-16,16/06/2024 14:49,Main Bar Jack Daniel's,"Bicchiere, Bicchiere, Gin Tonic, Gin Tonic",22,confirmed,experience,0
2024-06-16,16/06/2024 14:49,Main Bar Jack Daniel's,"Bicchiere, Bicchiere, Bicchiere, Bicchiere, Bicchiere, Bicchiere, Cocktail, Cocktail, Soft Drink",31,confirmed,experience,0
2024-06-16,16/06/2024 14:49,Main Bar Jack Daniel's,"Bicchiere, Bicchiere, Bicchiere, Bicchiere, Bottiglia",29,confirmed,experience,0
2024-06-16,16/06/2024 14:49,Punto Food,"BUN pollo, Gyoza",18,confirmed,experience,0
2024-06-16,16/06/2024 14:50,Punto Food,Poke pollo,10,confirmed,experience,0
2024-06-16,16/06/2024 14:51,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 14:51,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 14:52,Main Bar Jack Daniel's,Bottiglia,25,confirmed,experience,0
2024-06-16,16/06/2024 14:52,Main Bar Jack Daniel's,"Acqua, Acqua",4,confirmed,experience,0
2024-06-16,16/06/2024 14:52,Punto Food,Poke pollo,10,confirmed,experience,0
2024-06-16,16/06/2024 14:52,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 14:53,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 14:53,Main Bar Jack Daniel's,"Bicchiere, Gin Tonic",11,confirmed,experience,0
2024-06-16,16/06/2024 14:53,Main Bar Jack Daniel's,"Bicchiere, Bicchiere, Sprtiz, Bottiglia",37,confirmed,experience,0
2024-06-16,16/06/2024 14:53,Main Bar Jack Daniel's,"Bicchiere, Gin Tonic",11,confirmed,experience,0
2024-06-16,16/06/2024 14:53,Main Bar Jack Daniel's,"Bicchiere, Cocktail",11,confirmed,experience,0
2024-06-16,16/06/2024 14:53,Bar Barcelo,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 14:53,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 14:53,Main Bar Jack Daniel's,Bicchiere,1,confirmed,experience,0
2024-06-16,16/06/2024 14:53,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 14:53,Main Bar Jack Daniel's,"Bicchiere, Soft Drink",6,confirmed,experience,0
2024-06-16,16/06/2024 14:54,Bar Barcelo,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 14:54,Bar Gin No.3,"Bicchiere, Bicchiere, Bicchiere, No.3 PINK, No.3 TONIC, No.3 TONIC",42,confirmed,experience,0
2024-06-16,16/06/2024 14:54,Bar Barcelo,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 14:55,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 14:55,Main Bar Jack Daniel's,Bottiglia,25,confirmed,experience,0
2024-06-16,16/06/2024 14:55,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 14:55,Bar Barcelo,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 14:56,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 14:56,Punto Food,Poke pollo,10,confirmed,experience,0
2024-06-16,16/06/2024 14:56,Bar Barcelo,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 14:57,Bar Barcelo,"Birra, Birra",12,confirmed,experience,0
2024-06-16,16/06/2024 14:58,Punto Food,BUN ceci,10,confirmed,experience,0
2024-06-16,16/06/2024 14:58,Punto Food,BUN manzo,10,confirmed,experience,0
2024-06-16,16/06/2024 14:58,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 14:59,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 14:59,Main Bar Jack Daniel's,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 14:59,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 14:59,Main Bar Jack Daniel's,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 15:00,Main Bar Jack Daniel's,"Bicchiere, Bicchiere, Birra, Birra",14,confirmed,experience,0
2024-06-16,16/06/2024 15:01,Main Bar Jack Daniel's,"Bicchiere, Gin Tonic",11,confirmed,experience,0
2024-06-16,16/06/2024 15:01,Bar Barcelo,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 15:01,Main Bar Jack Daniel's,"Bicchiere, Bicchiere, Birra, Birra",14,confirmed,experience,0
2024-06-16,16/06/2024 15:02,Punto Food,"Frutta, Frutta",12,confirmed,experience,0
2024-06-16,16/06/2024 15:02,Main Bar Jack Daniel's,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 15:03,Main Bar Jack Daniel's,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 15:03,Punto Food,BUN manzo,10,confirmed,experience,0
2024-06-16,16/06/2024 15:03,Main Bar Jack Daniel's,"Bicchiere, Bicchiere, Bicchiere, Bottiglia",28,confirmed,experience,0
2024-06-16,16/06/2024 15:03,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 15:03,Main Bar Jack Daniel's,"Bicchiere, Bicchiere",2,confirmed,experience,0
2024-06-16,16/06/2024 15:03,Main Bar Jack Daniel's,"Bicchiere, Gin Tonic",11,confirmed,experience,0
2024-06-16,16/06/2024 15:03,Main Bar Jack Daniel's,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 15:03,Main Bar Jack Daniel's,"Bicchiere, Cocktail",11,confirmed,experience,0
2024-06-16,16/06/2024 15:03,Main Bar Jack Daniel's,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 15:04,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 15:04,Main Bar Jack Daniel's,"Bicchiere, Gin Tonic",11,confirmed,experience,0
2024-06-16,16/06/2024 15:04,Main Bar Jack Daniel's,"Bicchiere, Bicchiere, Bicchiere, Birra, Birra, Birra",21,confirmed,experience,0
2024-06-16,16/06/2024 15:04,Main Bar Jack Daniel's,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 15:05,Main Bar Jack Daniel's,"Bicchiere, Gin Tonic",11,confirmed,experience,0
2024-06-16,16/06/2024 15:05,Main Bar Jack Daniel's,"Bicchiere, Cocktail",11,confirmed,experience,0
2024-06-16,16/06/2024 15:05,Bar Barcelo,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 15:05,Main Bar Jack Daniel's,"Bicchiere, Vino e bolle",7,confirmed,experience,0
2024-06-16,16/06/2024 15:05,Bar Barcelo,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 15:06,Main Bar Jack Daniel's,"Bicchiere, Bicchiere, Bicchiere, Bicchiere, Bottiglia",29,confirmed,experience,0
2024-06-16,16/06/2024 15:06,Main Bar Jack Daniel's,"Bicchiere, Bicchiere, Vino e bolle, Vino e bolle",14,confirmed,experience,0
2024-06-16,16/06/2024 15:06,Bar Barcelo,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 15:07,Main Bar Jack Daniel's,Acqua,2,confirmed,experience,0
2024-06-16,16/06/2024 15:07,Main Bar Jack Daniel's,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 15:07,Main Bar Jack Daniel's,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 15:08,Punto Food,Patatine,6,confirmed,experience,0
2024-06-16,16/06/2024 15:08,Bar Barcelo,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 15:09,Main Bar Jack Daniel's,"Analcolico, Bicchiere, Bicchiere, Cocktail",20,confirmed,experience,0
2024-06-16,16/06/2024 15:09,Main Bar Jack Daniel's,"Bicchiere, Bicchiere, Birra, Birra",14,confirmed,experience,0
2024-06-16,16/06/2024 15:09,Main Bar Jack Daniel's,"Bicchiere, Bicchiere, Cocktail Premium, Cocktail Premium",28,confirmed,experience,0
2024-06-16,16/06/2024 15:10,Bar Barcelo,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 15:10,Main Bar Jack Daniel's,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 15:10,Bar Barcelo,"Bicchiere, Bicchiere, Birra, Birra",14,confirmed,experience,0
2024-06-16,16/06/2024 15:11,Main Bar Jack Daniel's,"Cocktail, Sprtiz",20,confirmed,experience,0
2024-06-16,16/06/2024 15:12,Main Bar Jack Daniel's,Vino e bolle,6,confirmed,experience,0
2024-06-16,16/06/2024 15:12,Main Bar Jack Daniel's,"Bicchiere, Birra",7,confirmed,experience,0
